created,text,retwc,hashtag,followers,friends
2021-10-07 13:03:50,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,136,167
2021-10-07 13:03:50,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,1346,2010
2021-10-07 13:03:42,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,3,49
2021-10-07 13:03:35,b'@CBthree12 How do you play a super genius scientist and then be anti-vaxx????\nMind boggling.',0,None,147,397
2021-10-07 13:03:34,"b""RT @Luvvie: You're playing SHURI, one of the smartest people in the MCU. Someone who works on the greatest technologies man hasn't even see\xe2\x80\xa6""",223,None,340,332
2021-10-07 13:03:31,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,36,46
2021-10-07 13:03:30,b'RT @mirandadevine: Great. Another unintended consequence of pandemic overreach: \n\xe2\x80\x9cAs the anti-vaxx mandate movement gains political tractio\xe2\x80\xa6',27,None,1640,1760
2021-10-07 13:03:30,"b'RT @aginnt: Almost daily in New York City, there is a protest against the firing of public sector workers based on their vaxx status.\n\nUS m\xe2\x80\xa6'",4043,None,379,477
2021-10-07 13:03:15,b'#CanYaSeeMeNow\xe2\x9d\x93\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x80\x9dwe were falsely misld by (Pfizer) abt the safety of the vaxx.\xe2\x9d\xa4\xef\xb8\x8fattacks r 71x higher than other va\xe2\x80\xa6 https://t.co/7sjI6b6Dfq',0,CanYaSeeMeNow,683,1198
2021-10-07 13:03:14,"b'For whatever reason, I\'ve been getting a lot of anti-vaxx tweets that are ""recommended"" to me, and I\'d just like to\xe2\x80\xa6 https://t.co/BKmel4IWmh'",0,None,38,45
2021-10-07 13:03:10,b'@KCCINews Use it on the #WhiteHouse #AmericaLast #Congress #media First. Who spread #misinformation  https://t.co/Qv82BUyrSp',0,WhiteHouse,59,78
2021-10-07 13:03:08,b'RT @DarrenJBeattie: Moron conservatives think this will help but will only serve to reinforce Regime race narrative in general--in particul\xe2\x80\xa6',123,None,182,398
2021-10-07 13:03:07,b'@kylegriffin1 Given there is only a roughly 40% vaxx rate within the black community this is definitely an example of systemic racism',0,None,32,346
2021-10-07 13:02:59,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,589,527
2021-10-07 13:02:59,"b'RT @CaliConserv1: @DrLeanaWen We have homeless everywhere, horrible traffic, terrible roads, failing schools, severe drug problem, rising c\xe2\x80\xa6'",53,None,386,969
2021-10-07 13:02:58,b'RT @aginnt: It\xe2\x80\x99s truly stunning to watch the mainstream US media completely ignore three months of worldwide daily protests against vaxx ma\xe2\x80\xa6',1057,None,1321,1096
2021-10-07 13:02:55,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,19,130
2021-10-07 13:02:49,"b'RT @jsrailton: 2/ In front of a school, shouting at kids &amp; parents that vaccination is ""rape""...\n\nIt\'s awful.\n\nSome small, hateful anti-vax\xe2\x80\xa6'",1740,None,2125,2595
2021-10-07 13:02:41,"b""RT @kacey76: Don't call me anti vaxx. The names Mrs. Doubt Pfizer""",330,None,1398,2495
2021-10-07 13:02:39,"b'In Israel, Vaxx injuries are so serious that lives have been turned upside down. Take an informed decision before y\xe2\x80\xa6 https://t.co/lQZlE9Isyu'",0,None,328,300
2021-10-07 13:02:37,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,284,114
